sample_version,industry_level,industry_code,industry_label,parent_code,parent_label,industry_company_count,top10_keywords,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,keyword_6,keyword_7,keyword_8,keyword_9,keyword_10,keyword_1_score,keyword_2_score,keyword_3_score,keyword_4_score,keyword_5_score,keyword_6_score,keyword_7_score,keyword_8_score,keyword_9_score,keyword_10_score
hard_only,3,L1_004_S01_S03,肝素原料药及制剂,L1_004_S01,化学制药,18,原料药、肝素、肝素产业链、原料药制剂、注射剂研发、肝素钠、肝素原料药、CDMO、分子肝素、肝素制剂,原料药,肝素,肝素产业链,原料药制剂,注射剂研发,肝素钠,肝素原料药,CDMO,分子肝素,肝素制剂,14.200768867253283,5.9654407169213215,3.8757720479958886,3.6634225768206288,3.485763639757014,3.412288442248155,3.233722368850696,2.749181397984894,2.6994991713153516,2.69279367643814
hard_only,3,L1_004_S02_S01,中成药及中药饮片,L1_004_S02,中药及化药制造,40,中成药、中药、中药材、中药饮片、配方颗粒、中医药、小儿、口服液、中成药制造、中成药研发,中成药,中药,中药材,中药饮片,配方颗粒,中医药,小儿,口服液,中成药制造,中成药研发,20.526762622380502,18.534420591042444,11.175210668820412,8.68054908749235,6.008177906975487,5.710411325959812,4.896697256646743,4.69627929902516,4.388373243377098,4.163133760933549
hard_only,3,L1_004_S02_S02,中成药及儿科制剂,L1_004_S02,中药及化药制造,33,中药、医药商业、药品、行业医药制造、高附加值特点、中药材、制剂、中成药、儿科、原料药,中药,医药商业,药品,行业医药制造,高附加值特点,中药材,制剂,中成药,儿科,原料药,9.810130908778907,3.667593279573058,3.2542998672640238,2.774924789238315,2.230495709971921,2.2231839255804133,2.192155487147753,2.053886517128032,1.9005456452914888,1.8750415979921258
hard_only,3,L1_004_S02_S03,中成药及化药制造,L1_004_S02,中药及化药制造,26,药品、中成药、中药、中成药化学、中药材、药品生产、原料药、中药材种植、OTC、中医药,药品,中成药,中药,中成药化学,中药材,药品生产,原料药,中药材种植,OTC,中医药,7.749379396011192,6.617207830493145,5.332049563815763,3.437190903556532,1.8855002812400057,1.8536053079164254,1.695642691713239,1.5706330716556032,1.5264207169876258,1.4706253563800535
hard_only,3,L1_004_S03_S01,生命科学试剂与测序服务,L1_004_S03,医药研发外包,31,体外诊断、试剂、生命科学、抗体、测序、科研试剂、测序技术、生物试剂、病理、测序平台,体外诊断,试剂,生命科学,抗体,测序,科研试剂,测序技术,生物试剂,病理,测序平台,9.498351488653759,5.6531519130549,5.516402375331191,5.368178286166438,4.868338923511357,4.535506753468231,3.530234272322018,3.4203810893259172,2.99550768262073,2.9243676353327777
hard_only,3,L1_004_S03_S02,新药研发外包,L1_004_S03,医药研发外包,27,CRO、CDMO、医药研发、新药、药物、临床试验、分子砌块、新药研发、药物发现、砌块,CRO,CDMO,医药研发,新药,药物,临床试验,分子砌块,新药研发,药物发现,砌块,16.764356498589045,11.224478293358455,9.077155948177143,6.576520965578882,5.735621157997698,5.678548071373588,5.271260029172217,5.205950049155768,5.114229038239967,4.776260271753652
hard_only,3,L1_004_S04_S01,抗肿瘤创新生物药,L1_004_S04,创新药研发制造,34,药物、新药、临床开发、药品销售收入、创新药、抗体药物、临床、ADC、抗体、生产商业化,药物,新药,临床开发,药品销售收入,创新药,抗体药物,临床,ADC,抗体,生产商业化,11.89594513231259,10.639621373259468,7.259978827260409,6.164050030315169,6.012958006940961,5.620591004974829,5.215672541323452,4.651784844234755,4.54913613653566,4.206809772190682
hard_only,3,L1_004_S05_S01,医药流通SPD服务,L1_004_S05,医药流通服务,32,药品零售、医药供应链、医药流通、流通行业、医药零售、医药物流、药店、药品流通、药品、批零,药品零售,医药供应链,医药流通,流通行业,医药零售,医药物流,药店,药品流通,药品,批零,21.050115650407108,15.869657743019024,12.120332902167629,10.781898303358693,9.074248686194906,8.837244857542956,8.814338113705038,8.328072883376505,6.874136226853136,5.867935880963111
hard_only,3,L1_004_SNEW01_S01,眼科口腔专科服务,L1_004_SNEW01,医疗服务与健康运营,19,医疗服务、医疗服务行业、医院、医疗技术、医疗服务业务、眼科医疗服务、眼科、诊疗、白内障、专科,医疗服务,医疗服务行业,医院,医疗技术,医疗服务业务,眼科医疗服务,眼科,诊疗,白内障,专科,32.369763973910125,11.269746664872482,7.365262740263067,6.905946343674824,6.7148949061557985,5.412152690314398,5.26266526324183,4.6398761590589,4.36080936221134,4.20991866033434
hard_only,3,L1_004_SNEW01_S02,医学影像与监护设备,L1_004_SNEW01,医疗服务与健康运营,1,肿瘤治疗、放射治疗、放疗、青岛市、肿瘤、ISO13485、乳腺、平台医院、病程、治疗,肿瘤治疗,放射治疗,放疗,青岛市,肿瘤,ISO13485,乳腺,平台医院,病程,治疗,0.6673871995185492,0.6373767102750564,0.5617233362168473,0.5136650290468632,0.48348661238853663,0.46517155636571417,0.44851870701364194,0.4251315927331507,0.4251315927331507,0.42404350404881586
hard_only,3,L1_005_S01_S01,核电石化阀门容器,L1_005_S01,环保能源装备,43,阀门、阀门产品、阀门生产、阀门行业、压力容器、换热器、阀门研发、蝶阀、球阀、换热,阀门,阀门产品,阀门生产,阀门行业,压力容器,换热器,阀门研发,蝶阀,球阀,换热,13.35093824010774,8.422701437749309,5.263288154108631,4.6279801950160575,4.625322355561918,3.6875847813195097,3.2196300915412097,2.8292718554269447,2.8146555368326127,2.7802902197147366
hard_only,3,L1_005_S01_S02,破碎筛分与成型装备,L1_005_S01,环保能源装备,40,纺织机械、缝制设备、缝制、破碎筛分、成型设备、筛分、注塑机、塑料成型、搅拌设备、缝纫机,纺织机械,缝制设备,缝制,破碎筛分,成型设备,筛分,注塑机,塑料成型,搅拌设备,缝纫机,4.42281941585253,4.200009208329108,3.871338605668198,3.7944568702808534,3.323057736651435,3.014987084688434,2.847134955679586,2.757642077752874,2.6551852056781393,2.536117793552895
hard_only,3,L1_005_S01_S03,重型能源装备,L1_005_S01,环保能源装备,36,重型机械行业、重型机械、锅炉、余热、工程总包、能源装备、余热发电、光热、空冷系统、空冷,重型机械行业,重型机械,锅炉,余热,工程总包,能源装备,余热发电,光热,空冷系统,空冷,3.7354695071302206,3.112281558316735,2.996628634404826,2.5578707847692534,2.274390040367146,2.123189221988167,2.0549245555165347,2.051625233043625,2.0391656362955217,1.9008988922478938
hard_only,3,L1_005_S01_S04,烟气脱硝治理装备,L1_005_S01,环保能源装备,20,烟气、脱硝、非电、烟气治理、非电行业、脱硫脱硝、脱硝催化剂、除尘、大气污染、大气污染治理,烟气,脱硝,非电,烟气治理,非电行业,脱硫脱硝,脱硝催化剂,除尘,大气污染,大气污染治理,11.38623962106646,11.016913005309986,8.82963035928985,8.17326198572172,6.405250464097165,4.829239932665103,3.737905291430974,3.425934398205464,3.261451609934833,3.24209782757294
hard_only,3,L1_005_S01_S05,船舶海工装备,L1_005_S01,环保能源装备,11,船舶、造船、船型、船海、船舶配套、近海、船艇、海洋、船用、内河,船舶,造船,船型,船海,船舶配套,近海,船艇,海洋,船用,内河,5.0771013499231525,3.29908027087792,2.6369698649777065,2.5781440504206845,1.8437719356894564,1.7114767611664115,1.6959195400439069,1.6267840704321597,1.6052816810772579,1.4882176971048153
hard_only,3,L1_005_S02_S01,垃圾焚烧发电,L1_005_S02,环保治理运营,27,垃圾焚烧、垃圾焚烧发电、垃圾、生活垃圾焚烧、餐厨、滤液、焚烧、生活垃圾、垃圾处理、固废处理,垃圾焚烧,垃圾焚烧发电,垃圾,生活垃圾焚烧,餐厨,滤液,焚烧,生活垃圾,垃圾处理,固废处理,26.124049307168523,25.03758874229795,16.9713693385505,13.369634593478581,7.727325431093415,7.23194146599858,5.859811398017365,5.235428566626854,4.833121983684576,4.784883671658908
hard_only,3,L1_005_S02_S02,供水污水处理运营,L1_005_S02,环保治理运营,25,供水、污水处理、自来水、供水业务、污水处理业务、水务行业、自来水生产、业务自来水、自来水业务、供排水,供水,污水处理,自来水,供水业务,污水处理业务,水务行业,自来水生产,业务自来水,自来水业务,供排水,40.246695510435515,38.02006385982474,22.99402018735996,12.045684811673677,8.16831514916147,7.780128490002166,5.64228268740837,5.414545366751609,5.080661466010875,5.056164689456644
hard_only,3,L1_005_S02_S03,环卫智慧运营,L1_005_S02,环保治理运营,8,智慧环卫、环卫服务、环卫、保洁、环卫行业、垃圾、市政环卫、新能源环卫、清扫保洁、环境卫生,智慧环卫,环卫服务,环卫,保洁,环卫行业,垃圾,市政环卫,新能源环卫,清扫保洁,环境卫生,11.10809372473179,10.214268162982032,9.40643286861547,6.856112733768223,5.9257691198270726,3.674362297722181,3.4108349831586318,3.40407876169388,3.38496767795291,3.3052786318012357
hard_only,3,L1_005_S03_S01,膜法水处理,L1_005_S03,水与固废资源化治理,39,膜分离、膜技术、污水处理、环境解决方案、膜分离技术、工业废水、滤膜、污泥、膜技术应用、药剂,膜分离,膜技术,污水处理,环境解决方案,膜分离技术,工业废水,滤膜,污泥,膜技术应用,药剂,8.711837685198688,6.504758367471339,5.949259583691666,5.558261867212037,5.199395802234722,4.3737539365503055,3.7977817802354576,3.2959195767193648,3.295038123747083,3.2762669611291466
hard_only,3,L1_005_S03_S02,危废资源化处置,L1_005_S03,水与固废资源化治理,19,危险废物、危废、无害化处置、无害化、资源化、资源化产品、废弃、废弃资源、电器电子产品、危废资源化,危险废物,危废,无害化处置,无害化,资源化,资源化产品,废弃,废弃资源,电器电子产品,危废资源化,13.012538943567264,10.53589297381726,8.808389967044443,8.171211706665238,7.897662256300399,7.540297309349375,4.500600684493897,4.378087077837737,4.1752878291857085,3.9414619000980218
hard_only,3,L1_005_S04_S01,生态修复工程,L1_005_S04,生态景观建设,31,生态修复、生态环境建设、生态景观、苗木、苗木种植、矿山修复、修复、园林绿化、园林工程、工程施工,生态修复,生态环境建设,生态景观,苗木,苗木种植,矿山修复,修复,园林绿化,园林工程,工程施工,21.871806719426253,15.82742210185296,15.551545050534216,9.834446900765023,7.154239274713233,5.510302732108528,5.312206736161563,5.192467669310611,4.196899824887946,3.9483550445299134
hard_only,3,L1_006_S01_S01,精密结构件制造,L1_006_S01,电子精密零组件制造,37,精密结构件、结构件、精密模具、模具、精密注塑模、注塑模、结构件制造、精密金属、注塑、注塑产品,精密结构件,结构件,精密模具,模具,精密注塑模,注塑模,结构件制造,精密金属,注塑,注塑产品,8.592133432060185,7.73660474229065,6.434124328845468,5.859571654321463,5.468268416768944,4.932773141052271,4.216736773683892,4.205890102526136,3.7837756594361394,3.734218869179591
hard_only,3,L1_006_S01_S02,消费电子功能件,L1_006_S01,电子精密零组件制造,34,功能性器件、服务商组件、散热、散热产品、组件生产商、导热、散热模组、消费电子功能性、精密功能、结构件,功能性器件,服务商组件,散热,散热产品,组件生产商,导热,散热模组,消费电子功能性,精密功能,结构件,8.962199843482669,5.771256776941519,5.645181252415878,4.919562687403859,4.534482290561889,3.9384857678811764,3.6510691580827164,3.520060646844921,3.3453261279397304,3.060886940814613
hard_only,3,L1_006_S01_S03,汽车通信连接器,L1_006_S01,电子精密零组件制造,26,连接器、连接器产品、连接器行业、汽车连接器、连接器汽车、连接器市场、互连、线缆组件、电子连接器、连接器研发,连接器,连接器产品,连接器行业,汽车连接器,连接器汽车,连接器市场,互连,线缆组件,电子连接器,连接器研发,37.87972295383226,16.369451196241787,12.806852788402546,6.785806240463596,5.416543142172788,5.402887735874864,5.187226804063895,4.918812893171613,3.9775530935144765,3.911791164510132
hard_only,3,L1_006_S02_S01,汽车焊装智能装备,L1_006_S02,智能装备系统,25,焊装、工业机器人、业务本季度、本季度、去年同期变动、智能制造装备、虚拟调试、从事工业机器人、工业机器人产业链、动力总成,焊装,工业机器人,业务本季度,本季度,去年同期变动,智能制造装备,虚拟调试,从事工业机器人,工业机器人产业链,动力总成,7.311924849292032,4.216146645380768,2.9855890354647747,2.869991263801812,2.8080497081932383,2.464430161439291,2.3103341823182744,2.075334089562299,1.979379297873423,1.97714008807695
hard_only,3,L1_006_S02_S02,运动控制系统,L1_006_S02,智能装备系统,25,伺服系统、变频器、伺服、变频器伺服系统、驱动器、工业自动化、伺服驱动器、行业专机、低压变频器、运动控制,伺服系统,变频器,伺服,变频器伺服系统,驱动器,工业自动化,伺服驱动器,行业专机,低压变频器,运动控制,22.245042049829586,9.680625515344992,5.344190419298836,5.324712535286694,4.967656458784073,4.93013714814578,4.32292842001839,4.076887876122946,3.973374526357195,3.8656786172752846
hard_only,3,L1_006_S02_S03,智能物流分拣系统,L1_006_S02,智能装备系统,25,智能物流、物流系统、物流装备、分拣系统、物流智能制造、分拣、输送分拣、物流输送、智能仓储、智能输送,智能物流,物流系统,物流装备,分拣系统,物流智能制造,分拣,输送分拣,物流输送,智能仓储,智能输送,8.439964359649496,7.388244474983496,7.111039488836514,3.6596915323883703,3.1197691084703636,3.0541688760473025,2.817854172183286,2.4522220002268322,2.286208110615557,2.019707300135929
hard_only,3,L1_006_S03_S01,电容器及石英晶体,L1_006_S03,电子元器件制造,25,电容器、电容器产品、薄膜电容器、铝电解电容器、铝电解、石英晶体、电容器生产、瓷介、瓷介电容器、薄膜,电容器,电容器产品,薄膜电容器,铝电解电容器,铝电解,石英晶体,电容器生产,瓷介,瓷介电容器,薄膜,23.287142091192667,10.419815591501024,9.060803028091104,7.734268394737602,7.279565877832465,3.928839124230893,3.2839680527042265,3.201091979983468,3.201091979983468,3.0892142244159535
hard_only,3,L1_006_S03_S02,电源及磁性元器件,L1_006_S03,电子元器件制造,24,电源产品、电源、电感、磁性、服务器电源、磁性元器件、变压器、特种电源、电源适配器、车载电源,电源产品,电源,电感,磁性,服务器电源,磁性元器件,变压器,特种电源,电源适配器,车载电源,9.724612349976324,5.585252949221427,4.9277003798720695,4.6285271409662565,4.527769821692239,3.8443129960069125,2.6353555517969762,2.542589480474678,2.390106308997611,2.1342277612985603
hard_only,3,L1_006_S04_S01,智能控制器制造,L1_006_S04,消费电子零组件制造,26,智能控制器、控制器、电子制造、控制器智能、控制器行业、制造服务行业、EMS行业、控制器产品、智能产品、全球电子,智能控制器,控制器,电子制造,控制器智能,控制器行业,制造服务行业,EMS行业,控制器产品,智能产品,全球电子,6.181629063856178,5.385711807295696,3.9667361222350577,3.3143266043387274,2.716372085427721,2.680142367181893,2.4025900407202796,2.301686141057075,1.7877787434081214,1.4441594397144535
hard_only,3,L1_006_S04_S02,电声元器件制造,L1_006_S04,消费电子零组件制造,19,电声产品、扬声器、微型扬声器、音频、电声行业、音响、电声元器件、耳机、专业音响、微型电声,电声产品,扬声器,微型扬声器,音频,电声行业,音响,电声元器件,耳机,专业音响,微型电声,9.402584566768649,7.565023656679317,6.683989967938451,6.630984427931706,6.38711651670619,5.645382009491433,4.644603641074635,4.250922786318663,4.012664612561519,3.618990781936601
hard_only,3,L1_006_S05_S01,高端数控机床,L1_006_S05,数控机床制造,25,数控机床、机床、机床行业、磨床、切削机床、数控机床产品、金属切削、数控系统、高端数控机床、机床产品,数控机床,机床,机床行业,磨床,切削机床,数控机床产品,金属切削,数控系统,高端数控机床,机床产品,24.188006486310634,22.868733730285683,10.270176652608644,9.909088151149332,8.08827937542299,6.533098714210474,6.472902630801464,6.2313960568793965,6.104074480646585,5.879907516328696
hard_only,3,L1_007_S01_S01,功能性食品原料,L1_007_S01,营养原料制造,19,保健食品、阿洛酮糖、甜味剂、淀粉糖、植物提取、营养健康、提取行业、营养、营养保健食品、膳食,保健食品,阿洛酮糖,甜味剂,淀粉糖,植物提取,营养健康,提取行业,营养,营养保健食品,膳食,4.482308620691987,4.1320390347761125,3.42625995554444,3.4068688075883458,3.3881167616146626,3.276355427611087,2.8373833439296696,2.804298509575674,2.7608388326446947,2.717116473068378
hard_only,3,L1_007_S01_S02,香精香料及功效原料,L1_007_S01,营养原料制造,16,香料、香料香精、香精、合成香料、香精行业、化妆品、香料产品、天然香料、护肤品、化妆品行业,香料,香料香精,香精,合成香料,香精行业,化妆品,香料产品,天然香料,护肤品,化妆品行业,6.371011774517955,6.074761454601823,6.003452757308023,5.112020994930386,4.34663865521849,4.2441595934894805,3.89460252927787,3.1800269148498685,3.1397643304338243,2.6207279576102014
hard_only,3,L1_007_S01_S03,发酵营养添加剂,L1_007_S01,营养原料制造,15,发酵、氨基酸、维生素、氨基酸产品、饲料、合成生物学、发酵技术、维生素产品、生物素、生物学,发酵,氨基酸,维生素,氨基酸产品,饲料,合成生物学,发酵技术,维生素产品,生物素,生物学,5.517637483938541,3.684870234063271,2.8503259526786424,2.8337997485339015,2.7029440516593537,2.5556988599541817,2.5517923516285483,2.1944412304655,1.784640931737224,1.6971831135194537
hard_only,3,L1_007_S02_S01,休闲佐餐食品,L1_007_S02,休闲食品制造,32,肉制品、休闲食品、休闲食品研发、速冻、坚果、烘焙、肉类、餐饮客户、餐饮企业、豆制品,肉制品,休闲食品,休闲食品研发,速冻,坚果,烘焙,肉类,餐饮客户,餐饮企业,豆制品,7.7975369841424635,7.225168016024479,4.076411546076979,3.125057934610905,3.061893590878116,3.0252544118095934,2.826514011470991,2.7743482283415024,2.732208015011757,2.659369666523763
hard_only,3,L1_007_S02_S02,酒类酿造制造,L1_007_S02,休闲食品制造,18,白酒、以上产品销售、啤酒生产、麦芽、白酒行业、产品自产、酿酒、京东天猫、超过产品、精酿,白酒,以上产品销售,啤酒生产,麦芽,白酒行业,产品自产,酿酒,京东天猫,超过产品,精酿,7.477043290156134,3.7753636607516006,3.2035800476654317,2.974936689124235,2.514768054099669,2.3801584508410167,2.3329612448620223,2.148682516260632,2.0615750685454275,2.038420385040457
hard_only,3,L1_007_S03_S01,调味与节令食品,L1_007_S03,乳品烘焙食品,27,调味品、分项销售、产品分项、餐饮、餐饮服务、月饼、分项、食品生产、调味料、速冻,调味品,分项销售,产品分项,餐饮,餐饮服务,月饼,分项,食品生产,调味料,速冻,12.61526042101906,8.844208516224336,8.242587671504843,6.110058519869997,5.777281369051441,4.945423336798262,4.934140897889635,4.932702508505839,4.670078929299085,4.2001239875891345
hard_only,3,L1_007_S03_S02,乳制品及奶源运营,L1_007_S03,乳品烘焙食品,16,乳制品、奶牛、奶源、奶牛养殖、乳品、乳业、乳制品行业、牧场、乳饮料、巴氏,乳制品,奶牛,奶源,奶牛养殖,乳品,乳业,乳制品行业,牧场,乳饮料,巴氏,31.802418299693095,29.822134117458248,28.602298140922862,28.518944109840074,11.149642911335357,10.885926919292956,8.265822718037985,7.859823484506394,7.8589721489601185,5.273098223756578
hard_only,3,L1_007_S04_S01,人用疫苗及血液制品,L1_007_S04,生物制品研发制造,21,疫苗产品、疫苗、疫苗研发、人用、人用疫苗、疫苗行业、血液制品、疫苗技术、血浆、血液制品生产,疫苗产品,疫苗,疫苗研发,人用,人用疫苗,疫苗行业,血液制品,疫苗技术,血浆,血液制品生产,25.02009350608195,23.356319634239906,22.290268895178286,14.07503430997845,13.891493210920723,11.51006693445322,11.14117424054326,9.186916791343355,9.119633327400372,8.492614383138184
hard_only,3,L1_007_S04_S02,兽用疫苗及生物制品,L1_007_S04,生物制品研发制造,19,兽用、动物、兽药、疫苗、动保、饲料、活疫苗、兽用生物制品、动物疫苗、兽用药品,兽用,动物,兽药,疫苗,动保,饲料,活疫苗,兽用生物制品,动物疫苗,兽用药品,16.907390289796872,13.20550521151271,11.096737300552459,10.08887433124516,10.021033235497372,6.658843645134243,6.215644555321647,6.023972271131709,5.914021012943153,4.9532558186978966
hard_only,3,L1_007_S05_S01,生猪一体化养殖,L1_007_S05,畜禽食品一体化,20,生猪、生猪养殖、饲料、养殖、猪场、仔猪、屠宰、生猪产业链、商品猪、养猪,生猪,生猪养殖,饲料,养殖,猪场,仔猪,屠宰,生猪产业链,商品猪,养猪,39.16750509189949,34.35629366371232,28.26049019651923,22.723219430295558,16.988599124419675,15.328924178975507,12.975960120536206,12.462592135980199,12.144988376432234,11.679187457741897
hard_only,3,L1_007_S05_S02,肉鸡养殖屠宰一体化,L1_007_S05,畜禽食品一体化,16,肉鸡、种鸡、屠宰、父母、屠宰加工、商品肉鸡、肉鸡养殖、雏鸡、饲料、饲养,肉鸡,种鸡,屠宰,父母,屠宰加工,商品肉鸡,肉鸡养殖,雏鸡,饲料,饲养,18.11568473069164,11.460323797568085,10.768353350124139,9.309115237000611,9.048581813826996,7.931313630497229,6.0727704072378055,5.381977971646074,5.324312793582658,4.80335297680964
hard_only,3,L1_007_S06_S01,杂交种子研发制种,L1_007_S06,种业与种植,23,种子、制种、种业、种子生产、农作物种子、种子研发、农作物、育种、杂交、水稻,种子,制种,种业,种子生产,农作物种子,种子研发,农作物,育种,杂交,水稻,23.53227037188362,18.705150286249623,16.925636071394173,14.198243933592604,13.090364725046834,9.881275650141532,9.636644273314307,9.273124178394221,7.029619253340658,7.0233809198778365
hard_only,3,L1_007_S06_S02,远洋渔业与水产加工,L1_007_S06,种业与种植,12,捕捞、水产品、水产品加工、远洋捕捞、金枪鱼、渔业、海参、远洋渔业、海洋食品、养殖,捕捞,水产品,水产品加工,远洋捕捞,金枪鱼,渔业,海参,远洋渔业,海洋食品,养殖,11.591923204290545,11.063852881764033,8.558924765608147,8.484860342787137,5.7953907793342765,5.580352435149613,4.430546578164784,4.266311528663433,2.757756208341005,2.730391901879458
hard_only,3,L1_007_S07_S01,白酒黄酒酿造,L1_007_S07,酒类生产运营,33,类型构成、白酒、酿酒、白酒生产、业务白酒、饮料精制、葡萄酒、饮料、白酒产品、白酒行业,类型构成,白酒,酿酒,白酒生产,业务白酒,饮料精制,葡萄酒,饮料,白酒产品,白酒行业,38.39327717671921,27.46191074052192,12.848899650081377,10.917559159380733,9.724818319355283,9.724661625410816,9.337331095132809,9.191095000435942,8.028828294708642,7.00291366305932
hard_only,3,L1_007_SNEW01_S01,食用菌工厂化种植,L1_007_SNEW01,食用菌工厂化生产,9,食用菌、金针菇、食用菌产品、食用菌工厂化、工厂化、食用菌研发、工厂化生产、鲜品、研发工厂化、工作同步,食用菌,金针菇,食用菌产品,食用菌工厂化,工厂化,食用菌研发,工厂化生产,鲜品,研发工厂化,工作同步,8.542929024530176,6.5615804890663405,6.310950652848054,4.833578099482034,4.760158990886292,4.630215078976809,3.790788630772272,3.7504763561939396,2.873621163801306,2.290320967759225
hard_only,3,L1_008_S01_S01,输配电成套设备,L1_008_S01,智能输配电设备,32,输配电、输配电控制、变压器、开关设备、控制设备、输配电设备、成套开关设备、配电、电抗器、输变电设备,输配电,输配电控制,变压器,开关设备,控制设备,输配电设备,成套开关设备,配电,电抗器,输变电设备,20.019830226066865,19.330917762385823,13.167170297436646,12.092196859112567,10.129557185509814,6.131828687984755,5.918928352218855,3.4810323920793342,3.079299554937265,2.694643771307054
hard_only,3,L1_008_S01_S02,电力信息化系统,L1_008_S01,智能输配电设备,25,电力信息化、电力行业信息化、变电站、电力企业、输电变电、专注电力、电力能源行业、能源服务、电厂、综合能源,电力信息化,电力行业信息化,变电站,电力企业,输电变电,专注电力,电力能源行业,能源服务,电厂,综合能源,2.503630129553113,2.2260520445448444,1.8439254782240952,1.6916175910918665,1.5353684656535094,1.3667766976095934,1.3567059070675667,1.1913016292952152,1.1855285514524985,1.1553357302935665
hard_only,3,L1_008_S01_S03,智能电表及采集系统,L1_008_S01,智能输配电设备,23,用电信息、电表、电能表、配用、AMI、智能电表、智能配用、电表用电、采集终端、智能电能表,用电信息,电表,电能表,配用,AMI,智能电表,智能配用,电表用电,采集终端,智能电能表,10.624366132182859,8.306874922693744,8.303492395538221,8.000916366313858,7.825818399597327,7.737672171468957,6.905894633055767,5.698109072584797,4.392204354089799,4.362282604497672
hard_only,3,L1_008_S01_S04,一二次融合配电设备,L1_008_S01,智能输配电设备,22,一二次、一二次融合、二次设备、配电设备、箱式变电站、配电、变电站、电网设备、变配电、模块化变电站,一二次,一二次融合,二次设备,配电设备,箱式变电站,配电,变电站,电网设备,变配电,模块化变电站,5.748592437699189,5.606121328191166,4.509895675196627,3.698507907957204,3.106344017522182,3.037437352523923,2.906682444069041,2.6190849674127534,2.4896831173969374,2.219182624291291
hard_only,3,L1_008_S02_S01,HJT电池设备及辅材,L1_008_S02,光伏设备制造,32,太阳能电池、光伏组件、单晶硅、光伏行业、硅片、异质、异质电池、HJT、光伏电池制造、光伏设备,太阳能电池,光伏组件,单晶硅,光伏行业,硅片,异质,异质电池,HJT,光伏电池制造,光伏设备,7.32843761370231,5.48946204429583,5.355113815378532,4.969364619425182,4.400146669866071,3.8987736408941966,3.851097859771611,2.8113007142641653,2.727040516329388,2.640431923349523
hard_only,3,L1_008_S02_S02,光伏储能逆变器,L1_008_S02,光伏设备制造,23,光伏逆变器、逆变器、逆变器产品、光伏发电系统、并网逆变器、变流器、组串式、储能逆变器、高压变频器、变频器,光伏逆变器,逆变器,逆变器产品,光伏发电系统,并网逆变器,变流器,组串式,储能逆变器,高压变频器,变频器,18.842091772007677,16.53773998102756,7.286829970850961,5.667063018505723,4.601096931123932,4.543386560906395,3.8193268006533865,2.807836750287839,2.6602877413246664,2.593745449133998
hard_only,3,L1_008_S02_S03,光伏电池组件,L1_008_S02,光伏设备制造,18,电池组件、光伏行业、硅片、光伏组件、太阳能电池、光伏产业链、光伏电站、硅片电池、全球光伏、TOPCON,电池组件,光伏行业,硅片,光伏组件,太阳能电池,光伏产业链,光伏电站,硅片电池,全球光伏,TOPCON,5.734523296483015,5.14984221934888,4.441255320175193,3.877558094697467,3.74931279124898,3.624488847493142,3.060542619122069,2.6187384995463723,2.3706369549204167,1.9114723829056004
hard_only,3,L1_008_S02_S04,光伏电站运营,L1_008_S02,光伏设备制造,14,电站、光伏电站、电站开发、电站投资、电站运维、新能源电站、自持分布式、户用光伏、电站EPC、分布式光伏,电站,光伏电站,电站开发,电站投资,电站运维,新能源电站,自持分布式,户用光伏,电站EPC,分布式光伏,13.76142540982867,13.225583490123666,6.5994535920162205,5.085626373543621,2.9129489774594584,1.5671606825526156,1.5119039089118953,1.5065794465368592,1.4021345384292472,1.32427101000292
hard_only,3,L1_008_S03_S01,电力与特种线缆,L1_008_S03,线缆制造,30,电线电缆、电缆、电线电缆行业、线缆、电力电缆、特种电缆、电缆产品、电线电缆产品、电线电缆研发、线缆高分子材料,电线电缆,电缆,电线电缆行业,线缆,电力电缆,特种电缆,电缆产品,电线电缆产品,电线电缆研发,线缆高分子材料,39.09316941299531,37.392515857834816,29.164149648130245,16.02852811389501,15.924172341303498,11.352678242441028,8.229908705009711,8.127689494715568,6.724008558443499,5.811956461069731
hard_only,3,L1_008_S03_S02,低压电器元件,L1_008_S03,线缆制造,20,低压电器、低压电器行业、接触材料、继电器、接触、特种线缆、绝缘材料、接触器、云母、绝缘材料产品,低压电器,低压电器行业,接触材料,继电器,接触,特种线缆,绝缘材料,接触器,云母,绝缘材料产品,4.346717775295075,3.6325479396865776,3.298925262127005,2.3668288304034704,2.2921297725506764,2.085778722935461,1.6554306136338073,1.633765554158695,1.4055121832391737,1.3691795158580515
hard_only,3,L1_008_S04_S01,金刚石切削工具,L1_008_S04,超硬材料工具,23,金刚石、超硬材料、超硬、硬质合金、刀具、培育钻石、钻石、碳化钨、刀片、金刚石产品,金刚石,超硬材料,超硬,硬质合金,刀具,培育钻石,钻石,碳化钨,刀片,金刚石产品,29.754168228558957,27.599397173130868,26.593871909740958,9.77755746195355,9.273016186195443,6.890118127815417,6.579216211268922,5.763401927024819,5.731727703914871,5.141207342858279
